학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000004210,송라초등학교,초등학교,1937-04-01,공립,본교,운영,경기도 화성시 매송면 송라리 585,경기도 화성시 매송면 푸른들판로 1970-16. 송라초등학교 (매송면),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2018-08-22,37.27262312,126.8888835,2018-09-10,B090027,한국교육개발원
B000004218,송산초등학교,초등학교,1920-11-06,공립,본교,운영,경기도 화성시 송산면 사강리 701,경기도 화성시 송산면 사강시장길 15-9. 송산초등학교 (송산면),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2018-08-22,37.21432013,126.7326008,2018-09-10,B090027,한국교육개발원
B000012791,속초고등학교,고등학교,1952-05-25,공립,본교,운영,강원도 속초시 장사동 460,강원도 속초시 사진용촌길 42(장사동),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2018-08-22,38.22504583,128.5837676,2018-09-10,B090027,한국교육개발원
B000012792,속초여자고등학교,고등학교,1963-03-20,공립,본교,운영,강원도 속초시 교동 802-1,강원도 속초시 배움터길 16(교동),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2018-08-22,38.19943735,128.5686979,2018-09-10,B090027,한국교육개발원
B000006052,소룡초등학교,초등학교,1977-03-01,공립,본교,운영,전라북도 군산시 소룡동 1341,전라북도 군산시 설림길 55(소룡동.군산소룡초등학교),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2018-08-22,35.97423343,126.6822716,2018-09-10,B090027,한국교육개발원
B000003656,수원선일초등학교,초등학교,1996-03-02,공립,본교,운영,경기도 수원시 권선구 권선동 1276,경기도 수원시 권선구 권중로 120번길 17. 수원선일초등학교 (권선동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.24810892,127.0300082,2018-09-10,B090027,한국교육개발원
B000003661,세류초등학교,초등학교,1937-10-08,공립,본교,운영,경기도 수원시 권선구 세류동 63,경기도 수원시 권선구 세류로 78(세류초등학교),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.26616435,127.009536,2018-09-10,B090027,한국교육개발원
B000003662,수원신곡초등학교,초등학교,1963-03-07,공립,본교,운영,경기도 수원시 권선구 세류동 527,경기도 수원시 권선구 정조로544번길 13-7. 수원신곡초등학교 (세류동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.25787312,127.0129362,2018-09-10,B090027,한국교육개발원
B000013591,양산고등학교,고등학교,1939-03-31,공립,본교,운영,경상남도 양산시 북부동 255,경상남도 양산시 호국학도병길 2(북부동),9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2018-08-22,35.34880605,129.0445079,2018-09-10,B090027,한국교육개발원
B000003996,신월초등학교,초등학교,2000-01-08,공립,본교,운영,경기도 용인시 수지구 풍덕천동 1097,경기도 용인시 수지구 풍덕천로 86. 신월초등학교 (풍덕천동),7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2018-08-22,37.32093608,127.0925871,2018-09-10,B090027,한국교육개발원
B000004298,양벌초등학교,초등학교,2004-04-04,공립,본교,운영,경기도 광주시 오포읍 양벌리 290-20,경기도 광주시 오포읍 양벌로 195-15(오포읍.양벌초등학교),7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2018-08-22,37.3792731,127.256236,2018-09-10,B090027,한국교육개발원
B000024813,신원초등학교,초등학교,1968-03-01,공립,본교,운영,경기도 고양시 덕양구 신원동 601 601,경기도 고양시 덕양구 신원3로 21(신원동) 21(신원동),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-03-09,37.66775154,126.8854349,2018-09-10,B090027,한국교육개발원
B000004830,신남초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 춘천시 칠전동 149,강원도 춘천시 칠전서길 37. 신남초등학교 (칠전동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2018-08-22,37.84250949,127.7117582,2018-09-10,B090027,한국교육개발원
B000003668,신풍초등학교,초등학교,1896-02-10,공립,본교,운영,경기도 수원시 영통구 이의동 1342,경기도 수원시 영통구 도청로17번길 24. 신풍초등학교 (이의동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.28280588,127.0136378,2018-09-10,B090027,한국교육개발원
B000003317,수완초등학교,초등학교,2008-10-02,공립,본교,운영,광주광역시 광산구 수완동 929,광주광역시 광산구 장덕로 143(수완동. 수완초등학교),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2018-08-22,35.19772584,126.8243189,2018-09-10,B090027,한국교육개발원
B000006082,신시도초등학교야미도분교장,초등학교,1955-04-01,공립,분교,운영,전라북도 군산시 옥도면 야미도리 18,전라북도 군산시 옥도면 야미도3길 12. 야미도분교장 (옥도면),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2018-08-22,35.84164245,126.4916128,2018-09-10,B090027,한국교육개발원
B000002386,세종초등학교,초등학교,1962-10-04,사립,본교,운영,서울특별시 광진구 군자동 98,서울특별시 광진구 군자로 114. 세종초등학교 (군자동),7010000,서울특별시교육청,7111000,서울특별시성동광진교육지원청,2013-11-29,2018-08-22,37.55288743,127.0733106,2018-09-10,B090027,한국교육개발원
B000003839,안양양지초등학교,초등학교,1989-03-01,공립,본교,운영,경기도 안양시 만안구 안양동 977-1,경기도 안양시 만안구 병목안로130번길 69. 안양양지초등학교 (안양동),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.3919705,126.9046081,2018-09-10,B090027,한국교육개발원
B000002726,신진초등학교,초등학교,1946-05-01,공립,본교,운영,부산광역시 기장군 철마면 고촌리 655,부산광역시 기장군 철마면 고촌로 28번길 10 (철마면.신진초등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2018-08-22,35.24079353,129.1715068,2018-09-10,B090027,한국교육개발원
B000003653,세곡초등학교,초등학교,1988-05-06,공립,본교,운영,경기도 수원시 권선구 권선동 1044,경기도 수원시 권선구 세권로207번길 32. 세곡초등학교 (권선동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.25611212,127.0280018,2018-09-10,B090027,한국교육개발원
B000011851,수원외국어고등학교,고등학교,2006-03-01,공립,본교,운영,경기도 수원시 영통구 이의동 1088-23,경기도 수원시 영통구 창룡대로 263(이의동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.29607494,127.0347332,2018-09-10,B090027,한국교육개발원
B000011852,수원하이텍고등학교,고등학교,2000-03-06,공립,본교,운영,경기도 수원시 영통구 영통동 1049-1,경기도 수원시 영통구 청명북로 56. 수원하이텍고등학교 (영통동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.25641263,127.0806908,2018-09-10,B090027,한국교육개발원
B000010101,성연중학교,중학교,1971-03-10,공립,본교,운영,충청남도 서산시 성연면 평리 299-1,충청남도 서산시 성연면 성연로 210-4(성연면),8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2018-08-22,36.83639398,126.4614453,2018-09-10,B090027,한국교육개발원
B000010086,신창중학교,중학교,1969-10-24,공립,본교,운영,충청남도 아산시 신창면 오목리 268-4,충청남도 아산시 신창면 서부남로667번길 70(신창면),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2018-08-22,36.80011845,126.9299867,2018-09-10,B090027,한국교육개발원
B000009137,송원중학교,중학교,1984-01-16,공립,본교,운영,경기도 수원시 장안구 송죽동 376,경기도 수원시 장안구 송정로21번길 42(송죽동.송원중학교),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.29766013,127.0024586,2018-09-10,B090027,한국교육개발원
B000009139,수원북중학교,중학교,1951-09-01,공립,본교,운영,경기도 수원시 장안구 영화동 22,경기도 수원시 장안구 광교산로 37. 수원북중학교 (영화동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.29557493,127.0209179,2018-09-10,B090027,한국교육개발원
B000009682,송내중앙중학교,중학교,2008-05-04,공립,본교,운영,경기도 동두천시 송내동 665,경기도 동두천시 중앙로 78. 송내중앙중학교 (송내동),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2018-08-22,37.8881249,127.0524734,2018-09-10,B090027,한국교육개발원
B000009159,수원제일중학교,중학교,1936-03-24,공립,본교,운영,경기도 수원시 팔달구 화서동 5,경기도 수원시 팔달구 수성로244번길 37-52. 수원제일중학교 (화서동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.28691746,127.0007739,2018-09-10,B090027,한국교육개발원
B000009160,숙지중학교,중학교,1997-03-01,공립,본교,운영,경기도 수원시 팔달구 화서동 652,경기도 수원시 팔달구 덕영대로735번길 23(화서동.숙지중학교),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.28226974,126.9921735,2018-09-10,B090027,한국교육개발원
B000009162,수원원일중학교,중학교,2010-03-01,공립,본교,운영,경기도 수원시 영통구 매탄동 1229-10,경기도 수원시 영통구 삼성로213번길 122. 수원원일중학교 (매탄동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.26556985,127.0532142,2018-09-10,B090027,한국교육개발원
B000011174,신주중학교,중학교,2006-03-01,공립,본교,운영,경상남도 양산시 물금읍 범어리 2673-10,경상남도 양산시 물금읍 신주로 21(물금읍),9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2018-08-22,35.33480357,129.0148059,2018-09-10,B090027,한국교육개발원
B000002614,신천초등학교,초등학교,2001-03-01,공립,본교,운영,부산광역시 북구 구포동 801,부산광역시 북구 모분재로 83 (구포동.신천초등학교),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.2002579,129.0083611,2018-09-10,B090027,한국교육개발원
B000002619,신금초등학교,초등학교,1995-03-02,공립,본교,운영,부산광역시 북구 금곡동 1109,부산광역시 북구 효열로 42(금곡동. 신금초등학교),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.25044663,129.0152805,2018-09-10,B090027,한국교육개발원
B000002622,양덕초등학교,초등학교,1991-05-17,공립,본교,운영,부산광역시 북구 덕천동 812,부산광역시 북구 팽나무로 58 (덕천동.양덕초등학교),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.20612836,129.0112207,2018-09-10,B090027,한국교육개발원
B000010858,신상중학교,중학교,2009-03-01,공립,본교,운영,경상북도 경산시 진량읍 신상리 343-1,경상북도 경산시 진량읍 공단1로1길 36-8(구. 신상리343-1),8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2018-08-22,35.87491436,128.8210529,2018-09-10,B090027,한국교육개발원
B000011164,성산중학교,중학교,1967-12-12,사립,본교,운영,경상남도 창녕군 성산면 정녕리 566,경상남도 창녕군 성산면 창한로 175(성산면),9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2018-08-22,35.61950814,128.4724816,2018-09-10,B090027,한국교육개발원
B000011489,성일정보고등학교,고등학교,1979-03-09,사립,본교,운영,경기도 성남시 중원구 성남동 2876,경기도 성남시 중원구 시민로77번길 10. 성일정보고등학교 (성남동),7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2018-08-22,37.43344772,127.1450528,2018-09-10,B090027,한국교육개발원
B000009266,안양서중학교,중학교,1989-03-01,공립,본교,운영,경기도 안양시 만안구 안양동 1055-3,경기도 안양시 만안구 창박로 26(안양동.안양서중학교),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.38567631,126.904519,2018-09-10,B090027,한국교육개발원
B000009270,신기중학교,중학교,1991-03-01,공립,본교,운영,경기도 안양시 동안구 호계동 1075-1,경기도 안양시 동안구 경수대로 610번길 57. 신기중학교 (호계동),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.37887551,126.9589977,2018-09-10,B090027,한국교육개발원
B000009276,안양부흥중학교,중학교,1992-03-05,공립,본교,운영,경기도 안양시 동안구 비산동 1102-1,경기도 안양시 동안구 달안로 25. 안양부흥중학교 (비산동),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.39384816,126.9457225,2018-09-10,B090027,한국교육개발원
B000002681,송운초등학교,초등학교,1996-03-01,공립,본교,운영,부산광역시 해운대구 반송동 893 송운초등학교,부산광역시 해운대구 신반송로 20(반송동. 송운초등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2018-08-22,35.22873903,129.1570994,2018-09-10,B090027,한국교육개발원
B000010992,신월중학교,중학교,1990-03-01,공립,본교,운영,경상남도 창원시 의창구 신월동 33,경상남도 창원시 의창구 신월로37번길 12신월중학교 (신월동. 신월중학교),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2018-08-22,35.22909695,128.6936604,2018-09-10,B090027,한국교육개발원
B000002675,송정초등학교,초등학교,1934-04-01,공립,본교,운영,부산광역시 해운대구 송정동 935,부산광역시 해운대구 해운대로 1164-9. 송정초등학교 (송정동),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2018-08-22,35.18935983,129.2047686,2018-09-10,B090027,한국교육개발원
B000002676,센텀초등학교,초등학교,2006-05-06,공립,본교,운영,부산광역시 해운대구 재송동 1198 센텀초등학교,부산광역시 해운대구 센텀중앙로 166(재송동. 센텀초등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2018-08-22,35.18094056,129.1220778,2018-09-10,B090027,한국교육개발원
B000007000,아화초등학교,초등학교,1941-04-10,공립,본교,운영,경상북도 경주시 서면 아화리 282,경상북도 경주시 서면 내서로 461(서면.아화초등학교),8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2018-08-22,35.89259212,129.0531522,2018-09-10,B090027,한국교육개발원
B000007004,양북초등학교,초등학교,1938-07-08,공립,본교,운영,경상북도 경주시 양북면 어일리 701,경상북도 경주시 양북면 어일남길 2 (양북면),8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2018-08-22,35.7854553,129.4443197,2018-09-10,B090027,한국교육개발원
B000008759,신흥중학교,중학교,1983-03-01,공립,본교,운영,인천광역시 중구 신흥동3가 7-338,인천광역시 중구 인항로 24번길 38 (신흥동3가),7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2018-08-22,37.45380686,126.6299034,2018-09-10,B090027,한국교육개발원
B000007006,양동초등학교,초등학교,1913-09-25,공립,본교,운영,경상북도 경주시 강동면 양동리 65-1,경상북도 경주시 강동면 양동마을길 109 (강동면.양동초등학교),8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2018-08-22,35.99801257,129.2532742,2018-09-10,B090027,한국교육개발원
B000008870,신현여자중학교,중학교,1993-02-26,공립,본교,운영,인천광역시 서구 신현동 212-21,인천광역시 서구 새오개로111번길 15. 신현여자중학교 (신현동. 신현여자중학교),7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2018-08-22,37.52055363,126.6644543,2018-09-10,B090027,한국교육개발원
B000006518,송산초등학교,초등학교,1941-05-15,공립,본교,운영,전라남도 순천시 별량면 송기리 298,전라남도 순천시 별량면 송산구기길 13. 송산초등학교 (별량면),8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2018-08-22,34.85040239,127.4157157,2018-09-10,B090027,한국교육개발원
B000006522,송광초등학교,초등학교,1939-04-28,공립,본교,운영,전라남도 순천시 송광면 이읍리 766,전라남도 순천시 송광면 쌍향수길 1169. 송광초 (송광면),8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2018-08-22,34.96166943,127.2676275,2018-09-10,B090027,한국교육개발원
B000007912,신안초등학교,초등학교,1929-09-04,공립,본교,운영,경상남도 산청군 신안면 하정리 721,경상남도 산청군 신안면 원지로4번길 18(신안면. 신안초등학교),9010000,경상남도교육청,9191000,경상남도산청교육지원청,2013-11-29,2018-08-22,35.30186993,127.9721107,2018-09-10,B090027,한국교육개발원
B000007916,신천초등학교,초등학교,1938-04-01,공립,본교,운영,경상남도 산청군 시천면 동당리 75-4,경상남도 산청군 시천면 지리산대로 1030-2 (시천면. 신천초등학교),9010000,경상남도교육청,9191000,경상남도산청교육지원청,2013-11-29,2018-08-22,35.25977077,127.780508,2018-09-10,B090027,한국교육개발원
B000011495,안양공업고등학교,고등학교,1948-03-15,공립,본교,운영,경기도 안양시 만안구 안양동 881-3,경기도 안양시 만안구 양화로28번길 69. 안양공업고등학교 (안양동.안양공업고등학교),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.39918999,126.9150161,2018-09-10,B090027,한국교육개발원
B000011478,수원정보과학고등학교,고등학교,1995-03-01,공립,본교,운영,경기도 수원시 영통구 원천동 78-8,경기도 수원시 영통구 동수원로551번길 16(원천동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.27582397,127.049438,2018-09-10,B090027,한국교육개발원
B000010881,안계중학교,중학교,1946-11-05,공립,본교,운영,경상북도 의성군 안계면 용기리 1009-1,경상북도 의성군 안계면 용기5길 23안계중학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2013-11-29,2018-08-22,36.38710314,128.4296597,2018-09-10,B090027,한국교육개발원
B000008645,안심중학교,중학교,1969-11-07,공립,본교,운영,대구광역시 동구 서호동 121,대구광역시 동구 안심로 237 (서호동. 안심중학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.86713198,128.7099354,2018-09-10,B090027,한국교육개발원
B000008654,시지중학교,중학교,1993-05-08,공립,본교,운영,대구광역시 수성구 신매동 583-1,대구광역시 수성구 신매로 66(신매동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.83581889,128.7090537,2018-09-10,B090027,한국교육개발원
B000008760,신흥여자중학교,중학교,1983-10-27,공립,본교,운영,인천광역시 중구 신흥동3가 7-210,인천광역시 중구 인항로 24번길 37 (신흥동3가. 신흥여자중학교),7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2018-08-22,37.45383065,126.6311801,2018-09-10,B090027,한국교육개발원
B000008664,수성중학교,중학교,1983-06-03,공립,본교,운영,대구광역시 수성구 파동 2,대구광역시 수성구 파동로51길 26-9(파동. 수성중학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.82561415,128.6074106,2018-09-10,B090027,한국교육개발원
B000007921,안의초등학교,초등학교,1912-04-04,공립,본교,운영,경상남도 함양군 안의면 당본리 203,경상남도 함양군 안의면 안의초등길 8(안의면),9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2018-08-22,35.62951977,127.8092881,2018-09-10,B090027,한국교육개발원
B000007941,신원초등학교,초등학교,1926-06-10,공립,본교,운영,경상남도 거창군 신원면 과정리 199-4,경상남도 거창군 신원면 신차로 3053(신원면. 신원초등학교),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2018-08-22,35.56649085,127.9252778,2018-09-10,B090027,한국교육개발원
B000008171,시흥중학교,중학교,1993-05-04,공립,본교,운영,서울특별시 금천구 시흥동 산 24-15,서울특별시 금천구 시흥대로 38길 60. 시흥중학교 (시흥동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2018-08-22,37.44579338,126.9054161,2018-09-10,B090027,한국교육개발원
B000008173,세일중학교,중학교,1968-08-06,공립,본교,운영,서울특별시 금천구 독산동 147-2,서울특별시 금천구 시흥대로147길 34(독산동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2018-08-22,37.47442703,126.8957415,2018-09-10,B090027,한국교육개발원
B000008954,숭의중학교,중학교,1959-05-08,사립,본교,운영,광주광역시 남구 방림동 50-3,광주광역시 남구 오방로 34-13. 숭의중학교 (방림동),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2018-08-22,35.12846909,126.9216159,2018-09-10,B090027,한국교육개발원
B000007825,신기초등학교,초등학교,1994-09-01,공립,본교,운영,경상남도 양산시 신기동 511-1,경상남도 양산시 중앙로 239. 신기초등학교 (신기동),9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2018-08-22,35.35208418,129.0403341,2018-09-10,B090027,한국교육개발원
B000007989,신제주초등학교,초등학교,1980-05-01,공립,본교,운영,제주특별자치도 제주시 연동 316,제주특별자치도 제주시 비월길 29. 신제주초등학교 (연동),9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2018-08-22,33.4829105,126.4977941,2018-09-10,B090027,한국교육개발원
B000008090,성일중학교,중학교,1969-10-04,공립,본교,운영,서울특별시 동대문구 제기동 271-41,서울특별시 동대문구 왕산로 23길 55 (제기동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2018-08-22,37.5812877,127.0338291,2018-09-10,B090027,한국교육개발원
B000008417,성원중학교,중학교,1968-10-02,공립,본교,운영,서울특별시 성동구 성수동2가 333-17,서울특별시 성동구 성덕정9가길 13 (성수동2가. 성원중학교),7010000,서울특별시교육청,7111000,서울특별시성동광진교육지원청,2013-11-29,2018-08-22,37.53918773,127.0520959,2018-09-10,B090027,한국교육개발원
B000008308,신원중학교,중학교,1986-05-02,공립,본교,운영,서울특별시 양천구 신월동 43-4,서울특별시 양천구 가로공원로55길 19(신월동.신원중학교),7010000,서울특별시교육청,7081000,서울특별시강서양천교육지원청,2013-11-29,2018-08-22,37.53668316,126.8242246,2018-09-10,B090027,한국교육개발원
B000008310,양강중학교,중학교,1987-05-07,공립,본교,운영,서울특별시 양천구 신월동 499-2,서울특별시 양천구 중앙로 319 (신월동),7010000,서울특별시교육청,7081000,서울특별시강서양천교육지원청,2013-11-29,2018-08-22,37.52442452,126.849688,2018-09-10,B090027,한국교육개발원
B000008320,성재중학교,중학교,1995-01-10,공립,본교,운영,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36 (가양동.성재중학교),7010000,서울특별시교육청,7081000,서울특별시강서양천교육지원청,2013-11-29,2018-08-22,37.56938302,126.845729,2018-09-10,B090027,한국교육개발원
B000008322,수명중학교,중학교,2008-03-01,공립,본교,운영,서울특별시 강서구 내발산동 757,서울특별시 강서구 수명로2길 16(내발산동.수명중학교),7010000,서울특별시교육청,7081000,서울특별시강서양천교육지원청,2013-11-29,2018-08-22,37.548913,126.8236662,2018-09-10,B090027,한국교육개발원
B000008160,신도림중학교,중학교,1984-05-06,공립,본교,운영,서울특별시 구로구 신도림동 311-1,서울특별시 구로구 경인로 63길 74. 신도림중학교 (신도림동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2018-08-22,37.5104579,126.8854304,2018-09-10,B090027,한국교육개발원
B000007990,신광초등학교,초등학교,1989-03-30,공립,본교,운영,제주특별자치도 제주시 연동 1996-5,제주특별자치도 제주시 성신로 25(연동),9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2018-08-22,33.49171371,126.4843069,2018-09-10,B090027,한국교육개발원
B000008425,신양중학교,중학교,1984-05-09,공립,본교,운영,서울특별시 광진구 자양동 57-8,서울특별시 광진구 자양강변길 73. 신양중학교 (자양동),7010000,서울특별시교육청,7111000,서울특별시성동광진교육지원청,2013-11-29,2018-08-22,37.53326061,127.0634311,2018-09-10,B090027,한국교육개발원
B000008307,신월중학교,중학교,1981-03-02,공립,본교,운영,서울특별시 양천구 신월동 17-6,서울특별시 양천구 남부순환로 29길 25. 신월중학교 (신월동),7010000,서울특별시교육청,7081000,서울특별시강서양천교육지원청,2013-11-29,2018-08-22,37.54065764,126.8290847,2018-09-10,B090027,한국교육개발원
B000012396,신정고등학교,고등학교,1974-03-11,공립,본교,운영,울산광역시 남구 신정동 1650-1,울산광역시 남구 문수로 458 (신정동. 신정고등학교),7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2018-08-22,35.53253473,129.3018209,2018-09-10,B090027,한국교육개발원
B000007933,아림초등학교,초등학교,2004-04-28,공립,본교,운영,경상남도 거창군 거창읍 상림리 775,경상남도 거창군 거창읍 거열로6길 12(거창읍. 아림초등학교),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2018-08-22,35.68919577,127.9046794,2018-09-10,B090027,한국교육개발원
B000013515,수성고등학교,고등학교,2006-03-01,공립,본교,운영,대구광역시 수성구 지산동 1184-3,대구광역시 수성구 용학로 28길 36 (지산동.수성고등학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.82138395,128.6257144,2018-09-10,B090027,한국교육개발원
B000007547,신등초등학교,초등학교,1960-04-01,공립,본교,운영,경상남도 창원시 의창구 대산면 제동리 456-44,경상남도 창원시 의창구 대산면 주남로394번길 19-3,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2018-08-22,35.32006192,128.6991891,2018-09-10,B090027,한국교육개발원
B000023229,솔터고등학교,고등학교,2013-03-01,공립,본교,운영,경기도 김포시 마산동 615-6,경기도 김포시 김포한강7로22번길 109(마산동.솔터고등학교),7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2018-08-22,37.64157214,126.6363545,2018-09-10,B090027,한국교육개발원
B000012918,아산고등학교,고등학교,1973-03-10,사립,본교,운영,충청남도 아산시 온천동 30-3,충청남도 아산시 번영로115번길 21. 아산고등학교 (온천동),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2018-08-22,36.78917735,127.0042997,2018-09-10,B090027,한국교육개발원
B000012921,아산전자기계고등학교,고등학교,1976-03-10,공립,본교,운영,충청남도 아산시 둔포면 둔포리 235,충청남도 아산시 둔포면 둔포중앙로133번길 42(둔포면. 아산전자기계고등학교),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2018-08-22,36.92951649,127.0430787,2018-09-10,B090027,한국교육개발원
B000013548,세마고등학교,고등학교,2010-03-01,공립,본교,운영,경기도 오산시 세교동 626,경기도 오산시 수목원로 559-17(세교동. 세마고등학교),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2018-08-22,37.18038137,127.0410679,2018-09-10,B090027,한국교육개발원
B000023241,세종고등학교,고등학교,1955-05-03,공립,본교,운영,경기도 여주시 상동 144-5,경기도 여주시 청심로 221. 세종고등학교 (상동. 세종고등학교),7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2018-08-22,37.2956334,127.6443167,2018-09-10,B090027,한국교육개발원
B000013198,안동중앙고등학교,고등학교,1964-10-15,사립,본교,운영,경상북도 안동시 태화동 603-1,경상북도 안동시 서악길 45. 안동중앙고등학교 (태화동),8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2018-08-22,36.56071736,128.7095671,2018-09-10,B090027,한국교육개발원
B000006859,압해서초등학교,초등학교,1962-06-30,공립,본교,운영,전라남도 신안군 압해읍 대천리 659-1,전라남도 신안군 압해읍 압해로 1336-2. 압해서초등학교 (압해읍),8490000,전라남도교육청,8721000,전라남도신안교육지원청,2013-11-29,2018-08-22,34.86232596,126.2733459,2018-09-10,B090027,한국교육개발원
